Store,Date,Sales,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,Promo2
1,2013-03-12,3853,1,0,0,0,c,a,1270.0,0
1,2013-03-13,4341,1,0,0,0,c,a,1270.0,0
1,2013-03-14,5108,1,0,0,0,c,a,1270.0,0
1,2013-03-15,4925,1,0,0,0,c,a,1270.0,0
1,2013-03-16,5003,1,0,0,0,c,a,1270.0,0
1,2013-03-17,0,0,0,0,0,c,a,1270.0,0
1,2013-03-18,7072,1,1,0,0,c,a,1270.0,0
1,2013-03-19,6563,1,1,0,0,c,a,1270.0,0
1,2013-03-20,5598,1,1,0,0,c,a,1270.0,0
1,2013-03-21,5179,1,1,0,0,c,a,1270.0,0
1,2013-03-22,5506,1,1,0,0,c,a,1270.0,0
1,2013-03-23,5603,1,0,0,0,c,a,1270.0,0
1,2013-03-24,0,0,0,0,0,c,a,1270.0,0
1,2013-03-25,6729,1,1,0,1,c,a,1270.0,0
1,2013-03-26,6686,1,1,0,1,c,a,1270.0,0
1,2013-03-27,6660,1,1,0,1,c,a,1270.0,0
1,2013-03-28,7285,1,1,0,1,c,a,1270.0,0
1,2013-03-29,0,0,1,b,1,c,a,1270.0,0
1,2013-03-30,7132,1,0,0,0,c,a,1270.0,0
1,2013-03-31,0,0,0,0,0,c,a,1270.0,0
1,2013-04-01,0,0,0,b,1,c,a,1270.0,0
1,2013-04-02,5484,1,0,0,1,c,a,1270.0,0
1,2013-04-03,4625,1,0,0,1,c,a,1270.0,0
1,2013-04-04,4293,1,0,0,1,c,a,1270.0,0
1,2013-04-05,4390,1,0,0,1,c,a,1270.0,0
1,2013-04-06,5075,1,0,0,0,c,a,1270.0,0
1,2013-04-07,0,0,0,0,0,c,a,1270.0,0
1,2013-04-08,6046,1,1,0,0,c,a,1270.0,0
1,2013-04-09,5514,1,1,0,0,c,a,1270.0,0
1,2013-04-10,4903,1,1,0,0,c,a,1270.0,0
1,2013-04-11,4366,1,1,0,0,c,a,1270.0,0
1,2013-04-12,5263,1,1,0,0,c,a,1270.0,0
1,2013-04-13,4773,1,0,0,0,c,a,1270.0,0
1,2013-04-14,0,0,0,0,0,c,a,1270.0,0
1,2013-04-15,3941,1,0,0,0,c,a,1270.0,0
1,2013-04-16,3357,1,0,0,0,c,a,1270.0,0
1,2013-04-17,3649,1,0,0,0,c,a,1270.0,0
1,2013-04-18,2952,1,0,0,0,c,a,1270.0,0
1,2013-04-19,4303,1,0,0,0,c,a,1270.0,0
1,2013-04-20,4350,1,0,0,0,c,a,1270.0,0
1,2013-04-21,0,0,0,0,0,c,a,1270.0,0
1,2013-04-22,5672,1,1,0,0,c,a,1270.0,0
1,2013-04-23,4492,1,1,0,0,c,a,1270.0,0
1,2013-04-24,4309,1,1,0,0,c,a,1270.0,0
1,2013-04-25,3939,1,1,0,0,c,a,1270.0,0
1,2013-04-26,4841,1,1,0,0,c,a,1270.0,0
1,2013-04-27,5726,1,0,0,0,c,a,1270.0,0
1,2013-04-28,0,0,0,0,0,c,a,1270.0,0
1,2013-04-29,5821,1,1,0,0,c,a,1270.0,0
1,2013-04-30,5925,1,1,0,0,c,a,1270.0,0
1,2013-05-01,0,0,1,a,0,c,a,1270.0,0
1,2013-05-02,6486,1,1,0,0,c,a,1270.0,0
1,2013-05-03,6027,1,1,0,0,c,a,1270.0,0
1,2013-05-04,5912,1,0,0,0,c,a,1270.0,0
1,2013-05-05,0,0,0,0,0,c,a,1270.0,0
1,2013-05-06,4568,1,0,0,0,c,a,1270.0,0
1,2013-05-07,4624,1,0,0,0,c,a,1270.0,0
1,2013-05-08,5230,1,0,0,0,c,a,1270.0,0
1,2013-05-09,0,0,0,a,0,c,a,1270.0,0
1,2013-05-10,5409,1,0,0,0,c,a,1270.0,0
1,2013-05-11,5064,1,0,0,0,c,a,1270.0,0
1,2013-05-12,0,0,0,0,0,c,a,1270.0,0
1,2013-05-13,6106,1,1,0,0,c,a,1270.0,0
1,2013-05-14,5083,1,1,0,0,c,a,1270.0,0
1,2013-05-15,4790,1,1,0,0,c,a,1270.0,0
1,2013-05-16,4448,1,1,0,0,c,a,1270.0,0
1,2013-05-17,4856,1,1,0,0,c,a,1270.0,0
1,2013-05-18,4413,1,0,0,0,c,a,1270.0,0
1,2013-05-19,0,0,0,0,0,c,a,1270.0,0
1,2013-05-20,0,0,0,a,0,c,a,1270.0,0
1,2013-05-21,4789,1,0,0,0,c,a,1270.0,0
1,2013-05-22,3559,1,0,0,0,c,a,1270.0,0
1,2013-05-23,4030,1,0,0,0,c,a,1270.0,0
1,2013-05-24,4232,1,0,0,0,c,a,1270.0,0
1,2013-05-25,4408,1,0,0,0,c,a,1270.0,0
1,2013-05-26,0,0,0,0,0,c,a,1270.0,0
1,2013-05-27,5519,1,1,0,0,c,a,1270.0,0
1,2013-05-28,4995,1,1,0,0,c,a,1270.0,0
1,2013-05-29,5784,1,1,0,0,c,a,1270.0,0
1,2013-05-30,0,0,1,a,0,c,a,1270.0,0
1,2013-05-31,7893,1,1,0,0,c,a,1270.0,0
1,2013-06-01,5693,1,0,0,0,c,a,1270.0,0
1,2013-06-02,0,0,0,0,0,c,a,1270.0,0
1,2013-06-03,5422,1,1,0,0,c,a,1270.0,0
1,2013-06-04,5220,1,1,0,0,c,a,1270.0,0
1,2013-06-05,5012,1,1,0,0,c,a,1270.0,0
1,2013-06-06,4881,1,1,0,0,c,a,1270.0,0
1,2013-06-07,4315,1,1,0,0,c,a,1270.0,0
1,2013-06-08,4262,1,0,0,0,c,a,1270.0,0
1,2013-06-09,0,0,0,0,0,c,a,1270.0,0
1,2013-06-10,4291,1,0,0,0,c,a,1270.0,0
1,2013-06-11,3784,1,0,0,0,c,a,1270.0,0
1,2013-06-12,3563,1,0,0,0,c,a,1270.0,0
1,2013-06-13,3661,1,0,0,0,c,a,1270.0,0
1,2013-06-14,4150,1,0,0,0,c,a,1270.0,0
1,2013-06-15,4766,1,0,0,0,c,a,1270.0,0
1,2013-06-16,0,0,0,0,0,c,a,1270.0,0
1,2013-06-17,5337,1,1,0,0,c,a,1270.0,0
1,2013-06-18,4633,1,1,0,0,c,a,1270.0,0
1,2013-06-19,4180,1,1,0,0,c,a,1270.0,0
1,2013-06-20,5011,1,1,0,0,c,a,1270.0,0
1,2013-06-21,5173,1,1,0,0,c,a,1270.0,0
1,2013-06-22,4341,1,0,0,0,c,a,1270.0,0
1,2013-06-23,0,0,0,0,0,c,a,1270.0,0
1,2013-06-24,3549,1,0,0,0,c,a,1270.0,0
1,2013-06-25,4536,1,0,0,0,c,a,1270.0,0
1,2013-06-26,3827,1,0,0,0,c,a,1270.0,0
1,2013-06-27,3593,1,0,0,0,c,a,1270.0,0
1,2013-06-28,4407,1,0,0,0,c,a,1270.0,0
1,2013-06-29,5804,1,0,0,0,c,a,1270.0,0
1,2013-06-30,0,0,0,0,0,c,a,1270.0,0
1,2013-07-01,5614,1,1,0,0,c,a,1270.0,0
1,2013-07-02,5868,1,1,0,0,c,a,1270.0,0
1,2013-07-03,5875,1,1,0,0,c,a,1270.0,0
1,2013-07-04,5701,1,1,0,0,c,a,1270.0,0
1,2013-07-05,4986,1,1,0,0,c,a,1270.0,0
1,2013-07-06,4090,1,0,0,1,c,a,1270.0,0
1,2013-07-07,0,0,0,0,1,c,a,1270.0,0
1,2013-07-08,4475,1,0,0,1,c,a,1270.0,0
1,2013-07-09,4047,1,0,0,1,c,a,1270.0,0
1,2013-07-10,3963,1,0,0,1,c,a,1270.0,0
1,2013-07-11,4053,1,0,0,1,c,a,1270.0,0
1,2013-07-12,4134,1,0,0,1,c,a,1270.0,0
1,2013-07-13,4015,1,0,0,1,c,a,1270.0,0
1,2013-07-14,0,0,0,0,1,c,a,1270.0,0
1,2013-07-15,6377,1,1,0,1,c,a,1270.0,0
1,2013-07-16,5643,1,1,0,1,c,a,1270.0,0
1,2013-07-17,4946,1,1,0,1,c,a,1270.0,0
1,2013-07-18,4904,1,1,0,1,c,a,1270.0,0
1,2013-07-19,4275,1,1,0,1,c,a,1270.0,0
1,2013-07-20,4421,1,0,0,1,c,a,1270.0,0
1,2013-07-21,0,0,0,0,1,c,a,1270.0,0
1,2013-07-22,4149,1,0,0,1,c,a,1270.0,0
1,2013-07-23,3937,1,0,0,1,c,a,1270.0,0
1,2013-07-24,3849,1,0,0,1,c,a,1270.0,0
1,2013-07-25,3502,1,0,0,1,c,a,1270.0,0
1,2013-07-26,4221,1,0,0,1,c,a,1270.0,0
1,2013-07-27,3352,1,0,0,1,c,a,1270.0,0
1,2013-07-28,0,0,0,0,1,c,a,1270.0,0
1,2013-07-29,6290,1,1,0,1,c,a,1270.0,0
1,2013-07-30,5773,1,1,0,1,c,a,1270.0,0
1,2013-07-31,5572,1,1,0,1,c,a,1270.0,0
1,2013-08-01,4994,1,1,0,1,c,a,1270.0,0
1,2013-08-02,4494,1,1,0,1,c,a,1270.0,0
1,2013-08-03,4461,1,0,0,1,c,a,1270.0,0
1,2013-08-04,0,0,0,0,1,c,a,1270.0,0
1,2013-08-05,4086,1,0,0,1,c,a,1270.0,0
1,2013-08-06,3582,1,0,0,1,c,a,1270.0,0
1,2013-08-07,4143,1,0,0,1,c,a,1270.0,0
1,2013-08-08,3680,1,0,0,1,c,a,1270.0,0
1,2013-08-09,3257,1,0,0,1,c,a,1270.0,0
1,2013-08-10,3768,1,0,0,1,c,a,1270.0,0
1,2013-08-11,0,0,0,0,1,c,a,1270.0,0
1,2013-08-12,5326,1,1,0,1,c,a,1270.0,0
1,2013-08-13,5299,1,1,0,1,c,a,1270.0,0
1,2013-08-14,4724,1,1,0,1,c,a,1270.0,0
1,2013-08-15,4575,1,1,0,1,c,a,1270.0,0
1,2013-08-16,4552,1,1,0,1,c,a,1270.0,0
1,2013-08-17,4078,1,0,0,0,c,a,1270.0,0
1,2013-08-18,0,0,0,0,0,c,a,1270.0,0
1,2013-08-19,3954,1,0,0,0,c,a,1270.0,0
1,2013-08-20,3492,1,0,0,0,c,a,1270.0,0
1,2013-08-21,3096,1,0,0,0,c,a,1270.0,0
1,2013-08-22,3703,1,0,0,0,c,a,1270.0,0
1,2013-08-23,3493,1,0,0,0,c,a,1270.0,0
1,2013-08-24,4752,1,0,0,0,c,a,1270.0,0
1,2013-08-25,0,0,0,0,0,c,a,1270.0,0
1,2013-08-26,5482,1,1,0,0,c,a,1270.0,0
1,2013-08-27,5156,1,1,0,0,c,a,1270.0,0
1,2013-08-28,4583,1,1,0,0,c,a,1270.0,0
1,2013-08-29,4804,1,1,0,0,c,a,1270.0,0
1,2013-08-30,5469,1,1,0,0,c,a,1270.0,0
1,2013-08-31,5317,1,0,0,0,c,a,1270.0,0
1,2013-09-01,0,0,0,0,0,c,a,1270.0,0
1,2013-09-02,4195,1,0,0,0,c,a,1270.0,0
1,2013-09-03,3928,1,0,0,0,c,a,1270.0,0
1,2013-09-04,3343,1,0,0,0,c,a,1270.0,0
1,2013-09-05,3883,1,0,0,0,c,a,1270.0,0
1,2013-09-06,3836,1,0,0,0,c,a,1270.0,0
1,2013-09-07,4663,1,0,0,0,c,a,1270.0,0
1,2013-09-08,0,0,0,0,0,c,a,1270.0,0
1,2013-09-09,5893,1,1,0,0,c,a,1270.0,0
1,2013-09-10,5403,1,1,0,0,c,a,1270.0,0
1,2013-09-11,5103,1,1,0,0,c,a,1270.0,0
1,2013-09-12,5079,1,1,0,0,c,a,1270.0,0
1,2013-09-13,5187,1,1,0,0,c,a,1270.0,0
1,2013-09-14,4663,1,0,0,0,c,a,1270.0,0
1,2013-09-15,0,0,0,0,0,c,a,1270.0,0
1,2013-09-16,4249,1,0,0,0,c,a,1270.0,0
1,2013-09-17,3685,1,0,0,0,c,a,1270.0,0
1,2013-09-18,3946,1,0,0,0,c,a,1270.0,0
1,2013-09-19,3717,1,0,0,0,c,a,1270.0,0
1,2013-09-20,3516,1,0,0,0,c,a,1270.0,0
1,2013-09-21,3909,1,0,0,0,c,a,1270.0,0
1,2013-09-22,0,0,0,0,0,c,a,1270.0,0
1,2013-09-23,4770,1,1,0,0,c,a,1270.0,0
1,2013-09-24,4274,1,1,0,0,c,a,1270.0,0
1,2013-09-25,4212,1,1,0,0,c,a,1270.0,0
1,2013-09-26,4481,1,1,0,0,c,a,1270.0,0
1,2013-09-27,4669,1,1,0,0,c,a,1270.0,0
1,2013-09-28,4175,1,0,0,0,c,a,1270.0,0
1,2013-09-29,0,0,0,0,0,c,a,1270.0,0
1,2013-09-30,4088,1,0,0,0,c,a,1270.0,0
1,2013-10-01,4178,1,0,0,0,c,a,1270.0,0
1,2013-10-02,4001,1,0,0,0,c,a,1270.0,0
1,2013-10-03,0,0,0,a,0,c,a,1270.0,0
1,2013-10-04,5447,1,0,0,0,c,a,1270.0,0
1,2013-10-05,5352,1,0,0,0,c,a,1270.0,0
1,2013-10-06,0,0,0,0,0,c,a,1270.0,0
1,2013-10-07,6004,1,1,0,0,c,a,1270.0,0
1,2013-10-08,5452,1,1,0,0,c,a,1270.0,0
1,2013-10-09,4957,1,1,0,0,c,a,1270.0,0
1,2013-10-10,5286,1,1,0,0,c,a,1270.0,0
1,2013-10-11,5896,1,1,0,0,c,a,1270.0,0
1,2013-10-12,4954,1,0,0,0,c,a,1270.0,0
1,2013-10-13,0,0,0,0,0,c,a,1270.0,0
1,2013-10-14,3773,1,0,0,1,c,a,1270.0,0
1,2013-10-15,3355,1,0,0,1,c,a,1270.0,0
1,2013-10-16,3383,1,0,0,1,c,a,1270.0,0
1,2013-10-17,3223,1,0,0,1,c,a,1270.0,0
1,2013-10-18,3566,1,0,0,1,c,a,1270.0,0
1,2013-10-19,3667,1,0,0,1,c,a,1270.0,0
1,2013-10-20,0,0,0,0,1,c,a,1270.0,0
1,2013-10-21,5055,1,1,0,1,c,a,1270.0,0
1,2013-10-22,4068,1,1,0,1,c,a,1270.0,0
1,2013-10-23,4612,1,1,0,1,c,a,1270.0,0
1,2013-10-24,4044,1,1,0,1,c,a,1270.0,0
1,2013-10-25,4573,1,1,0,1,c,a,1270.0,0
1,2013-10-26,4347,1,0,0,0,c,a,1270.0,0
1,2013-10-27,0,0,0,0,0,c,a,1270.0,0
1,2013-10-28,3557,1,0,0,0,c,a,1270.0,0
1,2013-10-29,3737,1,0,0,0,c,a,1270.0,0
1,2013-10-30,4119,1,0,0,0,c,a,1270.0,0
1,2013-10-31,4035,1,0,0,0,c,a,1270.0,0
1,2013-11-01,5471,1,0,0,0,c,a,1270.0,0
1,2013-11-02,5233,1,0,0,0,c,a,1270.0,0
1,2013-11-03,0,0,0,0,0,c,a,1270.0,0
1,2013-11-04,5861,1,1,0,0,c,a,1270.0,0
1,2013-11-05,5348,1,1,0,0,c,a,1270.0,0
1,2013-11-06,5572,1,1,0,0,c,a,1270.0,0
1,2013-11-07,5009,1,1,0,0,c,a,1270.0,0
1,2013-11-08,5242,1,1,0,0,c,a,1270.0,0
1,2013-11-09,4681,1,0,0,0,c,a,1270.0,0
1,2013-11-10,0,0,0,0,0,c,a,1270.0,0
1,2013-11-11,4014,1,0,0,0,c,a,1270.0,0
1,2013-11-12,4017,1,0,0,0,c,a,1270.0,0
1,2013-11-13,3310,1,0,0,0,c,a,1270.0,0
1,2013-11-14,3795,1,0,0,0,c,a,1270.0,0
1,2013-11-15,4016,1,0,0,0,c,a,1270.0,0
1,2013-11-16,5071,1,0,0,0,c,a,1270.0,0
1,2013-11-17,0,0,0,0,0,c,a,1270.0,0
1,2013-11-18,5927,1,1,0,0,c,a,1270.0,0
1,2013-11-19,5143,1,1,0,0,c,a,1270.0,0
1,2013-11-20,4936,1,1,0,0,c,a,1270.0,0
1,2013-11-21,4623,1,1,0,0,c,a,1270.0,0
1,2013-11-22,5058,1,1,0,0,c,a,1270.0,0
1,2013-11-23,5297,1,0,0,0,c,a,1270.0,0
1,2013-11-24,0,0,0,0,0,c,a,1270.0,0
1,2013-11-25,4600,1,0,0,0,c,a,1270.0,0
1,2013-11-26,4201,1,0,0,0,c,a,1270.0,0
1,2013-11-27,4561,1,0,0,0,c,a,1270.0,0
1,2013-11-28,4614,1,0,0,0,c,a,1270.0,0
1,2013-11-29,5623,1,0,0,0,c,a,1270.0,0
1,2013-11-30,6373,1,0,0,0,c,a,1270.0,0
1,2013-12-01,0,0,0,0,0,c,a,1270.0,0
1,2013-12-02,6943,1,1,0,0,c,a,1270.0,0
1,2013-12-03,6293,1,1,0,0,c,a,1270.0,0
1,2013-12-04,5688,1,1,0,0,c,a,1270.0,0
1,2013-12-05,5691,1,1,0,0,c,a,1270.0,0
1,2013-12-06,6112,1,1,0,0,c,a,1270.0,0
1,2013-12-07,5799,1,0,0,0,c,a,1270.0,0
1,2013-12-08,0,0,0,0,0,c,a,1270.0,0
1,2013-12-09,4462,1,0,0,0,c,a,1270.0,0
1,2013-12-10,4228,1,0,0,0,c,a,1270.0,0
1,2013-12-11,4301,1,0,0,0,c,a,1270.0,0
1,2013-12-12,4074,1,0,0,0,c,a,1270.0,0
1,2013-12-13,4703,1,0,0,0,c,a,1270.0,0
1,2013-12-14,6119,1,0,0,0,c,a,1270.0,0
1,2013-12-15,0,0,0,0,0,c,a,1270.0,0
1,2013-12-16,8277,1,1,0,0,c,a,1270.0,0
1,2013-12-17,7356,1,1,0,0,c,a,1270.0,0
1,2013-12-18,7821,1,1,0,0,c,a,1270.0,0
1,2013-12-19,6788,1,1,0,0,c,a,1270.0,0
1,2013-12-20,8414,1,1,0,0,c,a,1270.0,0
1,2013-12-21,8043,1,0,0,0,c,a,1270.0,0
1,2013-12-22,0,0,0,0,0,c,a,1270.0,0
1,2013-12-23,9528,1,0,0,1,c,a,1270.0,0
1,2013-12-24,3204,1,0,0,1,c,a,1270.0,0
1,2013-12-25,0,0,0,c,1,c,a,1270.0,0
1,2013-12-26,0,0,0,c,1,c,a,1270.0,0
1,2013-12-27,6110,1,0,0,1,c,a,1270.0,0
1,2013-12-28,5659,1,0,0,1,c,a,1270.0,0
1,2013-12-29,0,0,0,0,1,c,a,1270.0,0
1,2013-12-30,7193,1,0,0,1,c,a,1270.0,0
1,2013-12-31,2362,1,0,0,1,c,a,1270.0,0
1,2014-01-01,0,0,0,a,1,c,a,1270.0,0
1,2014-01-02,4969,1,0,0,1,c,a,1270.0,0
1,2014-01-03,4190,1,0,0,1,c,a,1270.0,0
1,2014-01-04,5173,1,0,0,1,c,a,1270.0,0
1,2014-01-05,0,0,0,0,1,c,a,1270.0,0
1,2014-01-06,6194,1,1,0,1,c,a,1270.0,0
1,2014-01-07,5539,1,1,0,1,c,a,1270.0,0
1,2014-01-08,4931,1,1,0,1,c,a,1270.0,0
1,2014-01-09,4396,1,1,0,1,c,a,1270.0,0
1,2014-01-10,4486,1,1,0,1,c,a,1270.0,0
1,2014-01-11,4454,1,0,0,0,c,a,1270.0,0
1,2014-01-12,0,0,0,0,0,c,a,1270.0,0
1,2014-01-13,3994,1,0,0,0,c,a,1270.0,0
1,2014-01-14,3621,1,0,0,0,c,a,1270.0,0
1,2014-01-15,3776,1,0,0,0,c,a,1270.0,0
1,2014-01-16,3632,1,0,0,0,c,a,1270.0,0
1,2014-01-17,3803,1,0,0,0,c,a,1270.0,0
1,2014-01-18,5128,1,0,0,0,c,a,1270.0,0
1,2014-01-19,0,0,0,0,0,c,a,1270.0,0
1,2014-01-20,6148,1,1,0,0,c,a,1270.0,0
1,2014-01-21,5151,1,1,0,0,c,a,1270.0,0
1,2014-01-22,4562,1,1,0,0,c,a,1270.0,0
1,2014-01-23,4597,1,1,0,0,c,a,1270.0,0
1,2014-01-24,5098,1,1,0,0,c,a,1270.0,0
1,2014-01-25,4546,1,0,0,0,c,a,1270.0,0
1,2014-01-26,0,0,0,0,0,c,a,1270.0,0
1,2014-01-27,3601,1,0,0,0,c,a,1270.0,0
1,2014-01-28,3581,1,0,0,0,c,a,1270.0,0
1,2014-01-29,3789,1,0,0,0,c,a,1270.0,0
1,2014-01-30,4549,1,0,0,0,c,a,1270.0,0
1,2014-01-31,4906,1,0,0,0,c,a,1270.0,0
1,2014-02-01,5292,1,0,0,0,c,a,1270.0,0
1,2014-02-02,0,0,0,0,0,c,a,1270.0,0
1,2014-02-03,5839,1,1,0,0,c,a,1270.0,0
1,2014-02-04,5540,1,1,0,0,c,a,1270.0,0
1,2014-02-05,5031,1,1,0,0,c,a,1270.0,0
1,2014-02-06,4823,1,1,0,0,c,a,1270.0,0
1,2014-02-07,5596,1,1,0,0,c,a,1270.0,0
1,2014-02-08,4726,1,0,0,0,c,a,1270.0,0
1,2014-02-09,0,0,0,0,0,c,a,1270.0,0
1,2014-02-10,3591,1,0,0,0,c,a,1270.0,0
1,2014-02-11,3461,1,0,0,0,c,a,1270.0,0
1,2014-02-12,3662,1,0,0,0,c,a,1270.0,0
1,2014-02-13,3638,1,0,0,0,c,a,1270.0,0
1,2014-02-14,4647,1,0,0,0,c,a,1270.0,0
1,2014-02-15,5258,1,0,0,0,c,a,1270.0,0
1,2014-02-16,0,0,0,0,0,c,a,1270.0,0
1,2014-02-17,5393,1,1,0,0,c,a,1270.0,0
1,2014-02-18,4602,1,1,0,0,c,a,1270.0,0
1,2014-02-19,4935,1,1,0,0,c,a,1270.0,0
1,2014-02-20,4563,1,1,0,0,c,a,1270.0,0
1,2014-02-21,4727,1,1,0,0,c,a,1270.0,0
1,2014-02-22,4820,1,0,0,0,c,a,1270.0,0
1,2014-02-23,0,0,0,0,0,c,a,1270.0,0
1,2014-02-24,3826,1,0,0,0,c,a,1270.0,0
1,2014-02-25,3499,1,0,0,0,c,a,1270.0,0
1,2014-02-26,4108,1,0,0,0,c,a,1270.0,0
1,2014-02-27,3826,1,0,0,0,c,a,1270.0,0
1,2014-02-28,5031,1,0,0,0,c,a,1270.0,0
1,2014-03-01,5307,1,0,0,0,c,a,1270.0,0
1,2014-03-02,0,0,0,0,0,c,a,1270.0,0
1,2014-03-03,6198,1,1,0,0,c,a,1270.0,0
1,2014-03-04,5397,1,1,0,0,c,a,1270.0,0
1,2014-03-05,4916,1,1,0,0,c,a,1270.0,0
1,2014-03-06,4585,1,1,0,0,c,a,1270.0,0
1,2014-03-07,5340,1,1,0,0,c,a,1270.0,0
1,2014-03-08,4400,1,0,0,0,c,a,1270.0,0
1,2014-03-09,0,0,0,0,0,c,a,1270.0,0
1,2014-03-10,3573,1,0,0,0,c,a,1270.0,0
1,2014-03-11,3588,1,0,0,0,c,a,1270.0,0
1,2014-03-12,3805,1,0,0,0,c,a,1270.0,0
1,2014-03-13,3224,1,0,0,0,c,a,1270.0,0
1,2014-03-14,3883,1,0,0,0,c,a,1270.0,0
1,2014-03-15,5042,1,0,0,0,c,a,1270.0,0
1,2014-03-16,0,0,0,0,0,c,a,1270.0,0
1,2014-03-17,5563,1,1,0,0,c,a,1270.0,0
1,2014-03-18,5200,1,1,0,0,c,a,1270.0,0
1,2014-03-19,4036,1,1,0,0,c,a,1270.0,0
1,2014-03-20,4023,1,1,0,0,c,a,1270.0,0
1,2014-03-21,4510,1,1,0,0,c,a,1270.0,0
1,2014-03-22,5241,1,0,0,0,c,a,1270.0,0
1,2014-03-23,0,0,0,0,0,c,a,1270.0,0
1,2014-03-24,3850,1,0,0,0,c,a,1270.0,0
1,2014-03-25,3136,1,0,0,0,c,a,1270.0,0
1,2014-03-26,3225,1,0,0,0,c,a,1270.0,0
